id,date,from,message,reply_to_message_id
1802,2020-05-07 15:58:00,Sandeep Bera ( 378915487.0 ),"After completion of aduit, you will receive a mail to register for embark",
1803,2020-05-07 15:58:19,Sandeep Bera ( 378915487.0 ),Final offer letter will receive through embark,
1804,2020-05-07 15:58:28,Slim Shady ( 1001692061.0 ),Okay,1803.0
1805,2020-05-07 16:09:38,akki ( 685211740.0 ),Do you this,1802.0
1806,2020-05-07 16:09:53,akki ( 685211740.0 ),Did you get this,
1807,2020-05-07 16:10:25,Sandeep Bera ( 378915487.0 ),"I just got a mail, how to register for embark and accept offer letter",
1808,2020-05-07 16:10:56,Sandeep Bera ( 378915487.0 ),"Another mail yet to come, which contains register link",
1809,2020-05-07 16:11:18,akki ( 685211740.0 ),Okay,
1813,2020-05-07 18:28:33,shivani ( 721105467.0 ),Send ss,1807.0
1815,2020-05-07 22:11:28,Santhosh-😎 ( 1085787413.0 ),I am geting this again..,
1816,2020-05-07 22:11:53,Santhosh-😎 ( 1085787413.0 ),Help me what to do.,
1817,2020-05-07 22:26:20,Akash ( 627967525.0 ),Did you get the audit green??,1816.0
1818,2020-05-07 22:26:38,Santhosh-😎 ( 1085787413.0 ),No bro.,
1819,2020-05-07 22:26:50,Santhosh-😎 ( 1085787413.0 ),After finishing this only. 😔,
1820,2020-05-07 22:27:00,Akash ( 627967525.0 ),Yup,
1821,2020-05-07 22:27:12,Akash ( 627967525.0 ),I also get it few days back,
1822,2020-05-07 22:27:17,Santhosh-😎 ( 1085787413.0 ),Did you?,
1823,2020-05-07 22:27:34,Santhosh-😎 ( 1085787413.0 ),Green audit?,1821.0
1824,2020-05-07 22:27:39,Akash ( 627967525.0 ),Just upload the documents as they say.. and it will be solved,
1825,2020-05-07 22:27:46,Akash ( 627967525.0 ),🙅‍♂,1823.0
1826,2020-05-07 22:28:01,Santhosh-😎 ( 1085787413.0 ),Cool,1825.0
1848,2020-05-08 15:47:34,Hello Sss ( 937696510.0 ),No,1823.0
1849,2020-05-08 17:02:57,AR ( 556754132.0 ),Same here,
1852,2020-05-08 19:54:23,Swaroopa Rajarapu ( 464007136.0 ),"Hey guys can anyone tell me , who still didn’t get any 100% pjp completion though you had submitted all??",
1853,2020-05-08 20:01:01,Padma ( 1088920036.0 ),Me,1852.0
1854,2020-05-08 20:01:44,Swaroopa Rajarapu ( 464007136.0 ),From java ?,
1855,2020-05-08 20:03:20,Adarsh ( 932577972.0 ),Me,1854.0
1856,2020-05-08 20:23:50,Swaroopa Rajarapu ( 464007136.0 ),Okk,
1857,2020-05-08 20:31:55,Nishitha Dhupam ( 613408334.0 ),Guys does 100% completion include completing projects And logic building also???,
1858,2020-05-08 20:32:09,Nishitha Dhupam ( 613408334.0 ),Other wise only exercises,
1859,2020-05-08 20:33:15,Nishitha Dhupam ( 613408334.0 ),Anyone please answer,
1860,2020-05-08 20:36:49,Sagar Chaudhary ( 895925977.0 ),Today i got,
1861,2020-05-08 20:36:57,Sagar Chaudhary ( 895925977.0 ),The completion mail,
1865,2020-05-08 20:56:29,Santhosh-😎 ( 1085787413.0 ),Did you uploaded projects and exercises?,1862.0
1866,2020-05-08 20:57:55,Sagar Chaudhary ( 895925977.0 ),Yes,
1867,2020-05-08 20:58:49,Pradeep Saradhi Vadapalli ( 1061152556.0 ),After how many days of pjp completion you got the mail ???,1862.0
1868,2020-05-08 20:59:03,Sagar Chaudhary ( 895925977.0 ),I completed on 29th april,1867.0
1869,2020-05-08 21:00:01,Pradeep Saradhi Vadapalli ( 1061152556.0 ),So it would take appropriately 10 days for the generation of mail !!!,1868.0
1870,2020-05-08 21:00:36,Sagar Chaudhary ( 895925977.0 ),Yeah,1869.0
1871,2020-05-08 21:00:49,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Ok bro !!! Thankyou,
1872,2020-05-08 21:14:00,Bhanu ( 733616659.0 ),Anyone from dotnet stream completed pjp????,
1873,2020-05-09 00:23:32,yash pohani ( 850476866.0 ),Yes,1872.0
1874,2020-05-09 06:20:59,Refrin ( 757416344.0 ),"If anyone has to receive Wipro pjp compltion mails, please check their emails.",
1879,2020-05-09 11:12:11,Muhsin CH ( 813361337.0 ),What,1878.0
1890,2020-05-11 10:59:33,Shouvik Basu ( 687431719.0 ),Is the app working???,
1891,2020-05-11 10:59:38,akki ( 685211740.0 ),No,
1894,2020-05-11 13:27:20,Ashu ( 969656326.0 ),Try to access app after 1 o'clock at night,1890.0
1895,2020-05-11 13:27:29,Ashu ( 969656326.0 ),It will work fine...!,
1908,2020-05-11 20:53:55,Sudeep ( 962929952.0 ),Python assignments anyone please?,
1911,2020-05-12 11:05:50,Sandhiya V ( 986228105.0 ),"Hello friends,
    My candidate desktop account is locked due to many attempts of password and I am unable to do reset ot change password.
Do anyone help me to rid from this problem??",
1912,2020-05-12 11:20:35,Akash ( 627967525.0 ),Reset you password,
1913,2020-05-12 11:20:57,Akash ( 627967525.0 ),Your*,
1914,2020-05-12 14:18:10,Akash ( 627967525.0 ),Anyone from batch 5??,
1915,2020-05-12 16:58:59,AR ( 556754132.0 ),Reset password option will generate a new password and send it to your mail,1911.0
1916,2020-05-12 16:59:48,AR ( 556754132.0 ),What happens in connect session,1862.0
1917,2020-05-12 19:05:03,Dia Ghosh ( 921953524.0 ),Anyone is here from sunil kumar python batch 5,
1918,2020-05-12 19:05:13,Dia Ghosh ( 921953524.0 ),"...,?",
1922,2020-05-12 22:07:08,Sayan Ghosh ( 1019444942.0 ),Can anyone tell how to upload the projects on the pbl site of wipro?,
1923,2020-05-12 22:26:05,AR ( 556754132.0 ),Who is mentor of batch1,
1924,2020-05-13 09:40:54,Manasa ( 974013559.0 ),Which stream?,1914.0
1925,2020-05-13 10:50:37,Akash ( 627967525.0 ),Batch 5 is only for unixc,
1926,2020-05-13 10:50:52,Akash ( 627967525.0 ),It is the first batch for unixc...,
1927,2020-05-13 13:53:15,Refrin ( 757416344.0 ),I'm from batch 5,1924.0
1928,2020-05-13 14:54:10,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Guys.... python assignments and projects are needed,
1929,2020-05-13 14:54:31,Pradeep Saradhi Vadapalli ( 1061152556.0 ),It would be very very helpful if responded very very fast,
1930,2020-05-13 15:02:16,Manasa ( 974013559.0 ),Ur mentor?,1927.0
1931,2020-05-13 15:03:44,Pradeep Saradhi Vadapalli ( 1061152556.0 ),.....,1928.0
1932,2020-05-13 15:03:47,Pradeep Saradhi Vadapalli ( 1061152556.0 ),...,1929.0
1933,2020-05-13 15:03:58,Pradeep Saradhi Vadapalli ( 1061152556.0 ),No one is responding...what yaaar,
1934,2020-05-13 15:07:20,Manasa ( 974013559.0 ),Didn't u started till now..,1928.0
1935,2020-05-13 15:07:37,Pradeep Saradhi Vadapalli ( 1061152556.0 ),For my frnd...,
1936,2020-05-13 15:07:45,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Can u send !!!,1934.0
1937,2020-05-13 15:08:02,Santhosh-😎 ( 1085787413.0 ),How to know batch?,
1939,2020-05-13 15:08:17,Manasa ( 974013559.0 ),Check ur profile,1937.0
1940,2020-05-13 15:08:30,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Needed all 😬😬😬,1938.0
1942,2020-05-13 15:08:43,It's me ( 809094141.0 ),Anyone from batch 3.?,
1943,2020-05-13 15:08:54,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Please yaar,1941.0
1944,2020-05-13 15:21:44,Refrin ( 757416344.0 ),"I think Anitha, I don't clearly remember.",1930.0
1945,2020-05-13 15:22:31,Manasa ( 974013559.0 ),👍,1944.0
1946,2020-05-13 15:23:25,Manasa ( 974013559.0 ),Anyone from python batch-5 with mohan muniswamy as mentor,
1949,2020-05-13 17:17:14,Mukund Tripathi ( 752953902.0 ),"Hey I'm new to this group.....
Can anyone tell me please anyone have got the mail regarding Green Audit?",
1950,2020-05-13 18:17:12,Sai Teja ( 747220757.0 ),Anyone from batch 3 java,
1951,2020-05-13 18:17:13,Sai Teja ( 747220757.0 ),?,
1952,2020-05-13 18:47:06,Dia Ghosh ( 921953524.0 ),I have not got green audit mail yet though i have uploaded all documents long back,1949.0
1953,2020-05-13 18:47:15,Dia Ghosh ( 921953524.0 ),I have wven mailed to them,
1954,2020-05-13 18:47:23,Dia Ghosh ( 921953524.0 ),They said to wait,
1955,2020-05-13 19:02:19,@Ganesh Kumar Reddy ( 621792621.0 ),Yes wait for update...,1954.0
1956,2020-05-13 19:05:12,Mukund Tripathi ( 752953902.0 ),Okay...thanks alot,1954.0
1957,2020-05-13 21:11:49,Sai jyothsna Pentyala ( 895329335.0 ),Is turbo results released???,
1958,2020-05-13 21:12:00,akki ( 685211740.0 ),No,
1959,2020-05-13 21:25:16,Praneti Kore ( 835217980.0 ),Turbo ke interview Nahi hue hamare college me,
1960,2020-05-13 21:25:19,Praneti Kore ( 835217980.0 ),😳😳,
1961,2020-05-13 21:25:24,Praneti Kore ( 835217980.0 ),What about that?,
1971,2020-05-14 21:31:48,Aiswarya Loganathan ( 1044534384.0 ),Anyone Completed Junit Assignment???,
1978,2020-05-15 12:10:06,Naveen Thomas ( 329273481.0 ),Anyone from Batch 4 Webex Seminar ( mentor - Sureka ma'am ),
1979,2020-05-15 16:28:36,Mohan ( 670439631.0 ),Java fundamentals pdf,
1980,2020-05-15 16:28:55,Mohan ( 670439631.0 ),Any one have share it,
1981,2020-05-15 17:33:49,Dia Ghosh ( 921953524.0 ),Any python batch for mentor sunil kumar,
1982,2020-05-15 17:33:53,Dia Ghosh ( 921953524.0 ),Batch 5 mainly,
1990,2020-05-16 23:50:02,Faisal Iqbal ( 862567626.0 ),Does anyone know how the mentors are assigned?,
1992,2020-05-17 17:24:32,@sony ( 810991971.0 ),"Guys, did the wrapper class has mini project??",
1993,2020-05-17 17:24:48,@sony ( 810991971.0 ),It is showing me nothing,
1994,2020-05-17 17:24:54,Nishitha Dhupam ( 613408334.0 ),No,
1996,2020-05-17 17:25:54,@sony ( 810991971.0 ),But it is showing me project as not submitted,
2001,2020-05-17 18:05:42,Naveen Thomas ( 329273481.0 ),"dont mind
leave it as it is",1996.0
2002,2020-05-17 18:16:10,@sony ( 810991971.0 ),Okay thanks!!,
2005,2020-05-17 18:58:58,Mukund Tripathi ( 752953902.0 ),Is there anyone who has been alloted .net modules?,
2006,2020-05-17 23:15:03,Mukund Tripathi ( 752953902.0 ),Please respond?,2005.0
2007,2020-05-18 09:41:39,Santhosh-😎 ( 1085787413.0 ),Iam from Java Batch 07 ..Anyone from same batch? So that i can clarify with them. 🤗,
2008,2020-05-18 19:49:24,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Is there any group for NTT DATA on telegram???,
2009,2020-05-18 19:52:04,Pradeep Saradhi Vadapalli ( 1061152556.0 ),I need to join...if responded would be helpful !!!,
2014,2020-05-18 23:07:30,Ayush ( 1184505405.0 ),Anyone with batch 1,
2015,2020-05-19 05:56:46,Rohit Singh ( 1243564054.0 ),Anyone have the ans of RDBMS and SQL??,
2018,2020-05-19 06:13:42,Refrin ( 757416344.0 ),"The third phase of Audit Green mails have been sent, please check your emails.",
2020,2020-05-19 06:18:22,Pradeep Saradhi Vadapalli ( 1061152556.0 ),What about the pjp completion details??,2018.0
2021,2020-05-19 06:18:58,Refrin ( 757416344.0 ),When did you complete ? Once check your code completion tracker.,2020.0
2022,2020-05-19 06:19:30,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Completed it on 13,2021.0
2023,2020-05-19 06:19:30,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Bro,
2024,2020-05-19 06:19:39,Refrin ( 757416344.0 ),May 13 ?,
2025,2020-05-19 06:19:42,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Haaa,
2026,2020-05-19 08:14:11,Santhosh-😎 ( 1085787413.0 ),I got. 🤩,2018.0
2027,2020-05-19 08:31:58,Refrin ( 757416344.0 ),Wait for month end.,2025.0
2028,2020-05-19 08:32:21,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Okay bro,
2033,2020-05-19 13:10:29,Chandini ( 938493324.0 ),"Just now , I got it",2018.0
2034,2020-05-19 14:01:54,Refrin ( 757416344.0 ),Okay. Many will get gradually.,
2035,2020-05-19 14:33:38,Ashu ( 969656326.0 ),Is there is any WhatsApp group for batch 6???,
2036,2020-05-19 14:43:15,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Guys BCA pjp material needed for submission...,
2037,2020-05-19 14:43:29,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Would be very helpful if responded,
2038,2020-05-19 19:15:06,Mohit Jindal ( 611389237.0 ), https://github.com/mjindal585/javapjp,
2039,2020-05-19 19:26:11,Pradeep Saradhi Vadapalli ( 1061152556.0 ),Is this off BCA studen6,2038.0
2040,2020-05-19 19:26:13,Pradeep Saradhi Vadapalli ( 1061152556.0 ),???,
2041,2020-05-19 19:51:56,Mohit Jindal ( 611389237.0 ),Check it with your questions,2039.0
2042,2020-05-19 19:52:31,Pradeep Saradhi Vadapalli ( 1061152556.0 ), B.tech one's won't match with BCA one's !!!,
2049,2020-05-20 12:39:24,Prashant Sikarwar ( 938548101.0 ),Anyone having c programming Material for pjp course.,
2057,2020-05-21 08:21:29,Prashant Sikarwar ( 938548101.0 ),Someone please help with c programming assignments and projects,
2064,2020-05-21 19:06:02,Hariharan M ( 366568509.0 ),Anyone from batch 6 python,
2067,2020-05-22 08:39:50,Sudharsan Thiyagu ( 587741522.0 ),Anyone have webex today,
2068,2020-05-22 08:39:56,Sudharsan Thiyagu ( 587741522.0 ),.net stream,
2069,2020-05-22 08:40:05,Padma ( 1088920036.0 ),Yes,2067.0
2070,2020-05-22 08:40:18,Sudharsan Thiyagu ( 587741522.0 ),Are you batch 4,
2071,2020-05-22 08:40:31,Sudharsan Thiyagu ( 587741522.0 ),Have the meeting started??,
2072,2020-05-22 08:40:44,Padma ( 1088920036.0 ),Batch 6 evening 5-6,
2073,2020-05-22 08:41:14,Sudharsan Thiyagu ( 587741522.0 ),👍,
2074,2020-05-22 11:16:37,AR ( 556754132.0 ),Batch 6 me too,2072.0
2075,2020-05-22 21:30:50,Amit Thakur ( 941804165.0 ),can I get job in sap/ s4hana tell me anyone who is experienced,
2076,2020-05-23 10:19:27,Bommu Mahendar Reddy ( 945781335.0 ),Ur Batch 6 of .Net WebEx???,2072.0
2077,2020-05-23 10:19:52,Padma ( 1088920036.0 ),Yes,2076.0
2078,2020-05-23 10:20:41,Bommu Mahendar Reddy ( 945781335.0 ),Had u  attended yesterday's Meeting ????,
2079,2020-05-23 10:20:49,Padma ( 1088920036.0 ),yes,
2084,2020-05-24 09:35:53,Vishnuvjs ( 1051305740.0 ),Any WILP stream guys completed PJP,
2085,2020-05-24 10:03:35,Upendra Shrivastava ( 526027586.0 ),Me,1737.0
2088,2020-05-24 19:21:01,shivani ( 721105467.0 ),Anyone from Rajasthan ?,
2089,2020-05-24 19:52:23,Naveen Thomas ( 329273481.0 ),keralathinn aara ulle😌,
2090,2020-05-24 19:52:39,Slim Shady ( 1001692061.0 ),Telugollu unnara?,
2091,2020-05-24 19:53:04,Reethika Shetty ( 735502485.0 ),Ha,
2092,2020-05-24 19:53:57,Slim Shady ( 1001692061.0 ),Teluga?,2091.0
2093,2020-05-24 19:56:06,shivani ( 721105467.0 ),What,2089.0
2094,2020-05-24 19:56:09,Reethika Shetty ( 735502485.0 ),Avunu,
2095,2020-05-24 19:56:32,Naveen Thomas ( 329273481.0 ),its malayalam bro,2093.0
2096,2020-05-24 19:57:09,Slim Shady ( 1001692061.0 ),Ap ah TG ah,2094.0
2097,2020-05-24 19:58:54,Reethika Shetty ( 735502485.0 ),Ap,
2098,2020-05-24 20:02:24,Slim Shady ( 1001692061.0 ),Okay andi 🙏,2097.0
2099,2020-05-24 20:02:55,Reethika Shetty ( 735502485.0 ),Miru,
2100,2020-05-24 20:03:47,Slim Shady ( 1001692061.0 ),"Telangana 
Native andhra",2099.0
2101,2020-05-24 20:25:44,Kiran ( 794056455.0 ),Ha,2090.0
2102,2020-05-24 20:27:00,Slim Shady ( 1001692061.0 ),👍😄,2101.0
2103,2020-05-24 20:32:13,@Ganesh Kumar Reddy ( 621792621.0 ),Haa,2102.0
2104,2020-05-24 20:38:27,RamNadh Pokuri ( 917637448.0 ),🙋‍♂🙋‍♂,2090.0
2105,2020-05-24 20:39:11,Slim Shady ( 1001692061.0 ),super kick bumper kick 😂,
2108,2020-05-25 06:39:56,Rohit Singh ( 1243564054.0 ),Anyone have unix solutions?,
2109,2020-05-25 09:37:09,Rabinson ( 1215007141.0 ),Anyone have python solution?,
2114,2020-05-25 11:00:04,Refrin ( 757416344.0 ),Anyone received the embark mail ?,
2115,2020-05-25 11:00:16,Padma ( 1088920036.0 ),Yes,2114.0
2116,2020-05-25 11:00:39,Refrin ( 757416344.0 ),Can u dm me a screenshot of the mail,2115.0
2118,2020-05-25 11:02:11,Santhosh-😎 ( 1085787413.0 ),Embark means?,2114.0
2119,2020-05-25 11:04:21,Padma ( 1088920036.0 ),Phase 1,2117.0
2121,2020-05-25 11:04:51,dinesh ( 1028913947.0 ),yes it is from.campus.arena,2114.0
2122,2020-05-25 11:06:50,Santhosh-😎 ( 1085787413.0 ),When will it come?  After completing PJP?,2121.0
2123,2020-05-25 11:07:09,@sony ( 810991971.0 ),+1,2121.0
2124,2020-05-25 11:07:46,Vishnuvjs ( 1051305740.0 ), Nganinde broo @naveentom77,2089.0
2125,2020-05-25 11:08:26,Vishnuvjs ( 1051305740.0 ),Which stream you belong to,2120.0
2126,2020-05-25 11:08:36,Vishnuvjs ( 1051305740.0 ),Are you from WILP stream,
2127,2020-05-25 11:08:48,Padma ( 1088920036.0 ),No,2126.0
2128,2020-05-25 11:08:49,dinesh ( 1028913947.0 ),They both are different,2122.0
2130,2020-05-25 11:12:02,Naveen Thomas ( 329273481.0 ),"aliyaa evda sthalam
njn vijarich malayalis aarum illenn",2124.0
2131,2020-05-25 11:14:12,Vishnuvjs ( 1051305740.0 ),Inde bro Palakkad ah ningale evada,
2132,2020-05-25 11:14:38,Naveen Thomas ( 329273481.0 ),njanum palakkadan,
2133,2020-05-25 11:14:45,Naveen Thomas ( 329273481.0 ),ottapalam,
2134,2020-05-25 11:15:03,Vishnuvjs ( 1051305740.0 ),👍,
2135,2020-05-25 11:15:05,Naveen Thomas ( 329273481.0 ),ipo hotspot aay pettirikan😂,
2136,2020-05-25 11:15:19,Naveen Thomas ( 329273481.0 ),ningal evdunna,2134.0
2137,2020-05-25 11:15:24,Vishnuvjs ( 1051305740.0 ),Ah ne,
2138,2020-05-25 11:15:40,Vishnuvjs ( 1051305740.0 ),Palakkad ah Chittur,2136.0
2139,2020-05-25 11:15:50,Naveen Thomas ( 329273481.0 ),haa ok👍🏻,
2140,2020-05-25 11:15:54,Vishnuvjs ( 1051305740.0 ),👍,
2141,2020-05-25 11:20:44,Santhosh-😎 ( 1085787413.0 ),I didn't get still now. So i thought that i have to compelete PJP. ☺️,2128.0
2142,2020-05-25 12:45:51,Daddy Girija ( 541283592.0 ),I haven't completed pjp..but got the embark mail...is it mandatory too complete pjp?,2141.0
2143,2020-05-25 12:46:21,Sagar Chaudhary ( 895925977.0 ),Anyone from Kolkata got embark mail?,
2144,2020-05-25 12:54:14,Slim Shady ( 1001692061.0 ),No,2142.0
2145,2020-05-25 12:56:32,dinesh ( 1028913947.0 ),yes after that only u will be having session and have mentor,2142.0
2146,2020-05-25 13:11:18,Tanishq Srivastava ( 768689934.0 ),Anyone from Wilp? Recieved embark mail?,
2147,2020-05-25 13:18:31,Rehan ( 765778021.0 ),"No 
Wat about you??",2146.0
2148,2020-05-25 13:44:57,Moonchild ( 592921262.0 ),Yes,2146.0
2149,2020-05-25 13:49:42,Tanishq Srivastava ( 768689934.0 ),No.,
2150,2020-05-25 14:25:03,Anand ( 598872909.0 ),No bro,2146.0
2151,2020-05-25 14:28:51,Rehan ( 765778021.0 ),"For python n other hands-on assignments 
Should we should zip all the files into one single file and upload it???



Please anyone clarity this for me",
2152,2020-05-25 14:37:10,Refrin ( 757416344.0 ),No,2151.0
2153,2020-05-25 14:37:16,Refrin ( 757416344.0 ),Upload individually,
2154,2020-05-25 14:37:42,Rehan ( 765778021.0 ),Sure broh?,2153.0
2160,2020-05-25 21:23:06,Saumya ( 853933852.0 ),is there anyone who has still not recieved any mail regarding green audit from wipro phase 2?,
2161,2020-05-25 21:33:49,Mukund Tripathi ( 752953902.0 ),"Haven't got the green audit mail but got the embark mail! 
Is it with you also?",2160.0
2164,2020-05-25 22:46:42,Biplab Sinha ( 630861585.0 ),Embark mail me kya ata h bhai ?,
2172,2020-05-26 11:24:04,Anmol Sharma ( 724907661.0 ),No only project and assignment are req.,
2173,2020-05-26 11:48:46,Sayan Ghosh ( 1019444942.0 ),Me,2160.0
2175,2020-05-26 19:07:03,Venuka Yenduri ( 1243213359.0 ),Guys can u please send me unixc solutions,
2185,2020-05-27 08:23:09,Indrani ( 1159736296.0 ),Wht,2184.0
2186,2020-05-27 09:24:19,Sourav Maiti ( 1224440692.0 ),Are u from WILP batch?,2126.0
2187,2020-05-27 09:38:29,Rehan ( 765778021.0 ),I am also from wilp,2186.0
2188,2020-05-27 09:41:40,Sourav Maiti ( 1224440692.0 ),Hve u received embark mail,2187.0
2189,2020-05-27 09:41:41,Sourav Maiti ( 1224440692.0 ),?,
2190,2020-05-27 09:42:02,Rehan ( 765778021.0 ),"No
Are you also from wilp?",2188.0
2191,2020-05-27 09:42:12,Sourav Maiti ( 1224440692.0 ),Yes,2190.0
2192,2020-05-27 09:42:46,Rehan ( 765778021.0 ),Did you recieved embark?,2191.0
2193,2020-05-27 09:43:20,Sourav Maiti ( 1224440692.0 ),No. I got audit green mail on 20 April.,
2194,2020-05-27 09:48:09,Rehan ( 765778021.0 ),I too got this,2193.0
2195,2020-05-27 09:48:16,Rehan ( 765778021.0 ),Have you completed pjp???,2193.0
2196,2020-05-27 09:48:43,Sourav Maiti ( 1224440692.0 ),No... On 30 it will be completed,2195.0
2197,2020-05-27 09:49:05,Sourav Maiti ( 1224440692.0 ),U?,
2198,2020-05-27 09:49:13,Rehan ( 765778021.0 ),"Oohh 
That means you have completed assignments in pjp?",2196.0
2199,2020-05-27 09:49:26,Sourav Maiti ( 1224440692.0 ),Yes,2198.0
2200,2020-05-27 09:49:42,Rehan ( 765778021.0 ),Can you clear some of my doubts regarding pjp,
2201,2020-05-27 09:50:07,Sourav Maiti ( 1224440692.0 ),Yes tell me,
2208,2020-05-27 12:19:00,Ss ( 769044604.0 ),Is there anyone from python pjp stream,
2209,2020-05-27 12:22:23,Vishnuvjs ( 1051305740.0 ), Yes @maitisourav,2186.0
2212,2020-05-27 13:43:11,Vishnuvjs ( 1051305740.0 ),Hello guys whether PJP effects on joining,
2213,2020-05-27 13:43:24,Slim Shady ( 1001692061.0 ),No,2212.0
2214,2020-05-27 14:07:25,Shouvik Basu ( 687431719.0 ),Is there any group for BATCH 4 Sahithi Priya Maam???,
2215,2020-05-27 16:09:35,Santhosh-😎 ( 1085787413.0 ),How does stream batches were splitted?,2208.0
2216,2020-05-27 17:08:07,Rohit Singh ( 1243564054.0 ),Anyone got completion mail from wilp batch?,
2219,2020-05-27 17:12:12,Mahesh Naik ( 677743151.0 ),Is there anyone from Unix-C stream?,
2220,2020-05-27 18:48:03,Rohit Singh ( 1243564054.0 ),Anyone got mail regarding meeting on 29th,
2221,2020-05-27 19:16:05,Ss ( 769044604.0 ),Can anyone pls kindly send python-pjp solutions... Pls,
2222,2020-05-27 19:53:02,KARTHIK S ( 883673874.0 ),✋,2220.0
2223,2020-05-27 19:53:31,Reethika Shetty ( 735502485.0 ),Ur batch number?,2222.0
2224,2020-05-27 19:53:49,KARTHIK S ( 883673874.0 ),1,
2225,2020-05-27 19:54:02,Reethika Shetty ( 735502485.0 ),Oh ok,
2226,2020-05-27 20:39:06,Vishal Kumar ( 1186680723.0 ),Yes.,2220.0
2227,2020-05-27 21:05:34,Parmanand Tiwary ( 995783908.0 ),I received it today,2188.0
2228,2020-05-27 21:53:01,@Ganesh Kumar Reddy ( 621792621.0 ),✋,2220.0
2229,2020-05-27 21:54:01,Rohit Singh ( 1243564054.0 ),Anybody got completion mail?,
2233,2020-05-27 22:21:31,Group Help ( 162726413.0 ), Rohit [ 1243564054 ] is sending a spam message. \n Action: Warn (1/3) ❕,
2235,2020-05-28 00:15:40,T A T A ( 1041416654.0 ),"Hello Guys, Anyone here got C language in PJP courses offered by Wipro?",
2236,2020-05-28 05:52:39,Santhosh-😎 ( 1085787413.0 ),Why PBL APP is not working?,
2237,2020-05-28 06:33:23,Refrin ( 757416344.0 )," Many of u asked me yesterday about making money from home, please check into this group @Quale524 . Due to a large number of users, I'll only recruit 10 people a day, first come first serve basis.",
2241,2020-05-28 14:52:12,Aman ( 892507414.0 ),Anyone have unix c mini projects?,
2245,2020-05-28 18:35:45,Opt ( 740332281.0 ),Within how many days we need to accept the offer letter??,
2246,2020-05-28 18:42:37,@sony ( 810991971.0 ),Anyone I haven't received embark mail yet but got another mail saying that my pre offer process is pending and  to be completed,
2247,2020-05-28 18:43:10,@sony ( 810991971.0 ),How to complete the embark registration without getting the mail from embark,
2248,2020-05-28 18:44:00,Parmanand Tiwary ( 995783908.0 ),I also got text msg from wipro regarding this embark,2247.0
2249,2020-05-28 18:44:27,@sony ( 810991971.0 ),But did you get the mail from embark,2248.0
2250,2020-05-28 18:44:29,Ashu ( 969656326.0 ),"You got embark registration mail also

First signup there after that you saw offer letter",2247.0
2251,2020-05-28 18:44:55,Parmanand Tiwary ( 995783908.0 ),Bt how to sign up is there any link,2250.0
2252,2020-05-28 18:45:00,Parmanand Tiwary ( 995783908.0 ),.?,
2253,2020-05-28 18:45:28,@sony ( 810991971.0 ),I didn't get the registration mail,2250.0
2254,2020-05-28 18:45:46,Parmanand Tiwary ( 995783908.0 ),I got text msg showing ur embark showing is in pending,
2255,2020-05-28 18:45:56,Parmanand Tiwary ( 995783908.0 ),Before 5 min,2254.0
2256,2020-05-28 18:45:58,Tanishq Srivastava ( 768689934.0 ),"Send ss ll,",
2257,2020-05-28 18:46:01,Tanishq Srivastava ( 768689934.0 ),Plz.,
2258,2020-05-28 18:46:05,Parmanand Tiwary ( 995783908.0 ),Ok,
2260,2020-05-28 18:46:49,Parmanand Tiwary ( 995783908.0 ),How to do signup bcz I don't have link to signup,
2262,2020-05-28 18:47:56,Ashu ( 969656326.0 ),You got the mail like above?,
2263,2020-05-28 18:48:25,Parmanand Tiwary ( 995783908.0 ),Hold  bro  1min,
2265,2020-05-28 18:49:22,Parmanand Tiwary ( 995783908.0 ),Same mail I got it,2264.0
2266,2020-05-28 18:49:39,@sony ( 810991971.0 ),In this mail they said i will get mail from embark.wipro,2264.0
2267,2020-05-28 18:49:42,Parmanand Tiwary ( 995783908.0 ),In this there is no any link to signup,2264.0
2268,2020-05-28 18:49:51,@sony ( 810991971.0 ),Yes,2267.0
2270,2020-05-28 18:50:31,Ashu ( 969656326.0 ),Before this mail you don't get any mail from embark.wipro?,2267.0
2271,2020-05-28 18:50:33,@sony ( 810991971.0 ),Today i got this mail saying i didn't registered,2269.0
2272,2020-05-28 18:50:39,@sony ( 810991971.0 ),Nope,2270.0
2273,2020-05-28 18:50:51,@sony ( 810991971.0 ),Thats why i'm asking,
2274,2020-05-28 18:51:17,Ashu ( 969656326.0 ),Ohhh then drop a mail to Wipro manager or head,
2275,2020-05-28 18:52:15,Parmanand Tiwary ( 995783908.0 ),I got this mail yesterday and today I got text msg and showing ur embark signup is in pending,2271.0
2276,2020-05-28 18:52:17,@sony ( 810991971.0 ),I have mailed to helpdesk,2274.0
