id,type,date,actor,actor_id,action,title,text,members,from,from_id,message_id,reply_to_message_id,photo,width,height,edited,poll,forwarded_from,via_bot,file,mime_type,thumbnail,media_type,sticker_emoji,contact_information,contact_vcard
2053,service,2020-05-20T22:48:50,Anishaa Raj,863813299,invite_members,,,['Anishaa Raj'],,,,,,,,,,,,,,,,,,
2057,message,2020-05-21T08:21:29,,,,,Someone please help with c programming assignments and projects,,Prashant Sikarwar,938548101,,,,,,,,,,,,,,,,
2058,service,2020-05-21T13:47:17,Aditya Mishra,934561806,invite_members,,,['Aditya Mishra'],,,,,,,,,,,,,,,,,,
2060,service,2020-05-21T16:10:17,RamNadh Pokuri,917637448,invite_members,,,['RamNadh Pokuri'],,,,,,,,,,,,,,,,,,
2062,service,2020-05-21T17:02:31,D,711279089,invite_members,,,['D'],,,,,,,,,,,,,,,,,,
2064,message,2020-05-21T19:06:02,,,,,Anyone from batch 6 python,,Hariharan M,366568509,,,,,,,,,,,,,,,,
2065,service,2020-05-22T01:30:01,Arhan,1010299251,invite_members,,,['Arhan'],,,,,,,,,,,,,,,,,,
2067,message,2020-05-22T08:39:50,,,,,Anyone have webex today,,Sudharsan Thiyagu,587741522,,,,,,,,,,,,,,,,
2068,message,2020-05-22T08:39:56,,,,,.net stream,,Sudharsan Thiyagu,587741522,,,,,,,,,,,,,,,,
2069,message,2020-05-22T08:40:05,,,,,Yes,,Padma,1088920036,,2067,,,,,,,,,,,,,,
2070,message,2020-05-22T08:40:18,,,,,Are you batch 4,,Sudharsan Thiyagu,587741522,,,,,,,,,,,,,,,,
2071,message,2020-05-22T08:40:31,,,,,Have the meeting started??,,Sudharsan Thiyagu,587741522,,,,,,,,,,,,,,,,
2072,message,2020-05-22T08:40:44,,,,,Batch 6 evening 5-6,,Padma,1088920036,,,,,,,,,,,,,,,,
2073,message,2020-05-22T08:41:14,,,,,👍,,Sudharsan Thiyagu,587741522,,,,,,,,,,,,,,,,
2074,message,2020-05-22T11:16:37,,,,,Batch 6 me too,,AR,556754132,,2072,,,,,,,,,,,,,,
2075,message,2020-05-22T21:30:50,,,,,can I get job in sap/ s4hana tell me anyone who is experienced,,Amit Thakur,941804165,,,,,,,,Amit Thakur,,,,,,,,
2076,message,2020-05-23T10:19:27,,,,,Ur Batch 6 of .Net WebEx???,,Bommu Mahendar Reddy,945781335,,2072,,,,,,,,,,,,,,
2077,message,2020-05-23T10:19:52,,,,,Yes,,Padma,1088920036,,2076,,,,,,,,,,,,,,
2078,message,2020-05-23T10:20:41,,,,,Had u  attended yesterday's Meeting ????,,Bommu Mahendar Reddy,945781335,,,,,,,,,,,,,,,,
2079,message,2020-05-23T10:20:49,,,,,yes,,Padma,1088920036,,,,,,,,,,,,,,,,
2080,service,2020-05-23T19:31:08,Lakshmi Chatura,856098997,invite_members,,,['Lakshmi Chatura'],,,,,,,,,,,,,,,,,,
2082,service,2020-05-23T20:00:18,🐬,730767882,invite_members,,,['🐬'],,,,,,,,,,,,,,,,,,
2084,message,2020-05-24T09:35:53,,,,,Any WILP stream guys completed PJP,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2085,message,2020-05-24T10:03:35,,,,,Me,,Upendra Shrivastava,526027586,,1737,,,,,,,,,,,,,,
2086,service,2020-05-24T17:06:16,Nancy Gupta,1064712796,invite_members,,,['Nancy Gupta'],,,,,,,,,,,,,,,,,,
2088,message,2020-05-24T19:21:01,,,,,Anyone from Rajasthan ?,,shivani,721105467,,,,,,,,,,,,,,,,
2089,message,2020-05-24T19:52:23,,,,,keralathinn aara ulle😌,,Naveen Thomas,329273481,,,,,,,,,,,,,,,,
2090,message,2020-05-24T19:52:39,,,,,Telugollu unnara?,,Slim Shady,1001692061,,,,,,,,,,,,,,,,
2091,message,2020-05-24T19:53:04,,,,,Ha,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
2092,message,2020-05-24T19:53:57,,,,,Teluga?,,Slim Shady,1001692061,,2091,,,,,,,,,,,,,,
2093,message,2020-05-24T19:56:06,,,,,What,,shivani,721105467,,2089,,,,,,,,,,,,,,
2094,message,2020-05-24T19:56:09,,,,,Avunu,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
2095,message,2020-05-24T19:56:32,,,,,its malayalam bro,,Naveen Thomas,329273481,,2093,,,,,,,,,,,,,,
2096,message,2020-05-24T19:57:09,,,,,Ap ah TG ah,,Slim Shady,1001692061,,2094,,,,,,,,,,,,,,
2097,message,2020-05-24T19:58:54,,,,,Ap,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
2098,message,2020-05-24T20:02:24,,,,,Okay andi 🙏,,Slim Shady,1001692061,,2097,,,,,,,,,,,,,,
2099,message,2020-05-24T20:02:55,,,,,Miru,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
2100,message,2020-05-24T20:03:47,,,,,"Telangana 
Native andhra",,Slim Shady,1001692061,,2099,,,,,,,,,,,,,,
2101,message,2020-05-24T20:25:44,,,,,Ha,,Kiran,794056455,,2090,,,,,,,,,,,,,,
2102,message,2020-05-24T20:27:00,,,,,👍😄,,Slim Shady,1001692061,,2101,,,,,,,,,,,,,,
2103,message,2020-05-24T20:32:13,,,,,Haa,,@Ganesh Kumar Reddy,621792621,,2102,,,,,,,,,,,,,,
2104,message,2020-05-24T20:38:27,,,,,🙋‍♂🙋‍♂,,RamNadh Pokuri,917637448,,2090,,,,,,,,,,,,,,
2105,message,2020-05-24T20:39:11,,,,,super kick bumper kick 😂,,Slim Shady,1001692061,,,,,,,,,,,,,,,,
2106,service,2020-05-24T23:14:04,Uppi,958591950,invite_members,,,['Uppi'],,,,,,,,,,,,,,,,,,
2108,message,2020-05-25T06:39:56,,,,,Anyone have unix solutions?,,Rohit Singh,1243564054,,,,,,,,,,,,,,,,
2109,message,2020-05-25T09:37:09,,,,,Anyone have python solution?,,Rabinson,1215007141,,,,,,,,,,,,,,,,
2110,service,2020-05-25T10:36:07,ABC XYZ,885553896,invite_members,,,['ABC XYZ'],,,,,,,,,,,,,,,,,,
2112,service,2020-05-25T10:36:28,ABC XYZ,885553896,invite_members,,,['Debdatta Das'],,,,,,,,,,,,,,,,,,
2114,message,2020-05-25T11:00:04,,,,,Anyone received the embark mail ?,,Refrin,757416344,,,,,,,,,,,,,,,,
2115,message,2020-05-25T11:00:16,,,,,Yes,,Padma,1088920036,,2114,,,,,,,,,,,,,,
2116,message,2020-05-25T11:00:39,,,,,Can u dm me a screenshot of the mail,,Refrin,757416344,,2115,,,,,,,,,,,,,,
2118,message,2020-05-25T11:02:11,,,,,Embark means?,,Santhosh-😎,1085787413,,2114,,,,,,,,,,,,,,
2119,message,2020-05-25T11:04:21,,,,,Phase 1,,Padma,1088920036,,2117,,,,,,,,,,,,,,
2120,message,2020-05-25T11:04:46,,,,,,,Padma,1088920036,,,(File not included. Change data exporting settings to download.),590,1280,,,,,,,,,,,
2121,message,2020-05-25T11:04:51,,,,,yes it is from.campus.arena,,dinesh,1028913947,,2114,,,,,,,,,,,,,,
2122,message,2020-05-25T11:06:50,,,,,When will it come?  After completing PJP?,,Santhosh-😎,1085787413,,2121,,,,,,,,,,,,,,
2123,message,2020-05-25T11:07:09,,,,,+1,,@sony,810991971,,2121,,,,,,,,,,,,,,
2124,message,2020-05-25T11:07:46,,,,,"['Nganinde broo ', {'type': 'mention', 'text': '@naveentom77'}]",,Vishnuvjs,1051305740,,2089,,,,,,,,,,,,,,
2125,message,2020-05-25T11:08:26,,,,,Which stream you belong to,,Vishnuvjs,1051305740,,2120,,,,,,,,,,,,,,
2126,message,2020-05-25T11:08:36,,,,,Are you from WILP stream,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2127,message,2020-05-25T11:08:48,,,,,No,,Padma,1088920036,,2126,,,,,,,,,,,,,,
2128,message,2020-05-25T11:08:49,,,,,They both are different,,dinesh,1028913947,,2122,,,,,,,,,,,,,,
2130,message,2020-05-25T11:12:02,,,,,"aliyaa evda sthalam
njn vijarich malayalis aarum illenn",,Naveen Thomas,329273481,,2124,,,,,,,,,,,,,,
2131,message,2020-05-25T11:14:12,,,,,Inde bro Palakkad ah ningale evada,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2132,message,2020-05-25T11:14:38,,,,,njanum palakkadan,,Naveen Thomas,329273481,,,,,,,,,,,,,,,,
2133,message,2020-05-25T11:14:45,,,,,ottapalam,,Naveen Thomas,329273481,,,,,,,,,,,,,,,,
2134,message,2020-05-25T11:15:03,,,,,👍,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2135,message,2020-05-25T11:15:05,,,,,ipo hotspot aay pettirikan😂,,Naveen Thomas,329273481,,,,,,,,,,,,,,,,
2136,message,2020-05-25T11:15:19,,,,,ningal evdunna,,Naveen Thomas,329273481,,2134,,,,,,,,,,,,,,
2137,message,2020-05-25T11:15:24,,,,,Ah ne,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2138,message,2020-05-25T11:15:40,,,,,Palakkad ah Chittur,,Vishnuvjs,1051305740,,2136,,,,,,,,,,,,,,
2139,message,2020-05-25T11:15:50,,,,,haa ok👍🏻,,Naveen Thomas,329273481,,,,,,,,,,,,,,,,
2140,message,2020-05-25T11:15:54,,,,,👍,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2141,message,2020-05-25T11:20:44,,,,,I didn't get still now. So i thought that i have to compelete PJP. ☺️,,Santhosh-😎,1085787413,,2128,,,,,,,,,,,,,,
2142,message,2020-05-25T12:45:51,,,,,I haven't completed pjp..but got the embark mail...is it mandatory too complete pjp?,,Daddy Girija,541283592,,2141,,,,,,,,,,,,,,
2143,message,2020-05-25T12:46:21,,,,,Anyone from Kolkata got embark mail?,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
2144,message,2020-05-25T12:54:14,,,,,No,,Slim Shady,1001692061,,2142,,,,,,,,,,,,,,
2145,message,2020-05-25T12:56:32,,,,,yes after that only u will be having session and have mentor,,dinesh,1028913947,,2142,,,,,,,,,,,,,,
2146,message,2020-05-25T13:11:18,,,,,Anyone from Wilp? Recieved embark mail?,,Tanishq Srivastava,768689934,,,,,,,,,,,,,,,,
2147,message,2020-05-25T13:18:31,,,,,"No 
Wat about you??",,Rehan,765778021,,2146,,,,,,,,,,,,,,
2148,message,2020-05-25T13:44:57,,,,,Yes,,Moonchild,592921262,,2146,,,,,,,,,,,,,,
2149,message,2020-05-25T13:49:42,,,,,No.,,Tanishq Srivastava,768689934,,,,,,,,,,,,,,,,
2150,message,2020-05-25T14:25:03,,,,,No bro,,Anand,598872909,,2146,,,,,,,,,,,,,,
2151,message,2020-05-25T14:28:51,,,,,"For python n other hands-on assignments 
Should we should zip all the files into one single file and upload it???



Please anyone clarity this for me",,Rehan,765778021,,,,,,,,,,,,,,,,
2152,message,2020-05-25T14:37:10,,,,,No,,Refrin,757416344,,2151,,,,,,,,,,,,,,
2153,message,2020-05-25T14:37:16,,,,,Upload individually,,Refrin,757416344,,,,,,,,,,,,,,,,
2154,message,2020-05-25T14:37:42,,,,,Sure broh?,,Rehan,765778021,,2153,,,,,,,,,,,,,,
2155,message,2020-05-25T15:14:00,,,,,,,AYUSH Kumar,739361554,,,,,,,"{'question': 'Received Embark Mail?', 'closed': False, 'total_voters': 118, 'answers': [{'text': 'Yes', 'voters': 0, 'chosen': False}, {'text': 'No', 'voters': 0, 'chosen': False}]}",,,,,,,,,
2156,service,2020-05-25T20:49:25,Vasanth K,938657308,invite_members,,,['Vasanth K'],,,,,,,,,,,,,,,,,,
2158,service,2020-05-25T20:52:21,Munish Bharmouri,535155419,invite_members,,,['Munish Bharmouri'],,,,,,,,,,,,,,,,,,
2160,message,2020-05-25T21:23:06,,,,,is there anyone who has still not recieved any mail regarding green audit from wipro phase 2?,,Saumya,853933852,,,,,,,,,,,,,,,,
2161,message,2020-05-25T21:33:49,,,,,"Haven't got the green audit mail but got the embark mail! 
Is it with you also?",,Mukund Tripathi,752953902,,2160,,,,,,,,,,,,,,
2162,service,2020-05-25T21:58:35,Kunal Mishra,967139512,invite_members,,,['Biplab Sinha'],,,,,,,,,,,,,,,,,,
2164,message,2020-05-25T22:46:42,,,,,Embark mail me kya ata h bhai ?,,Biplab Sinha,630861585,,,,,,,,,,,,,,,,
2165,service,2020-05-25T23:57:34,Shreya Sharma,1295956266,invite_members,,,['Shreya Sharma'],,,,,,,,,,,,,,,,,,
2167,service,2020-05-26T10:33:18,K,1010386819,invite_members,,,['K'],,,,,,,,,,,,,,,,,,
2170,service,2020-05-26T11:12:14,Şřãvýâ Šŕâvž,873094790,invite_members,,,['Şřãvýâ Šŕâvž'],,,,,,,,,,,,,,,,,,
2172,message,2020-05-26T11:24:04,,,,,No only project and assignment are req.,,Anmol Sharma,724907661,,,,,,,,,,,,,,,,
2173,message,2020-05-26T11:48:46,,,,,Me,,Sayan Ghosh,1019444942,,2160,,,,,,,,,,,,,,
2175,message,2020-05-26T19:07:03,,,,,Guys can u please send me unixc solutions,,Venuka Yenduri,1243213359,,,,,,,,Venuka Yenduri,,,,,,,,
2176,service,2020-05-26T19:50:35,Sourav Maiti,1224440692,invite_members,,,['Sourav Maiti'],,,,,,,,,,,,,,,,,,
2177,service,2020-05-26T19:50:42,Chinni,577717565,invite_members,,,['Chinni'],,,,,,,,,,,,,,,,,,
2178,service,2020-05-26T23:21:00,Beereddy,1200293066,invite_members,,,['Beereddy'],,,,,,,,,,,,,,,,,,
2181,service,2020-05-27T05:55:34,Noel Baku,1136209043,invite_members,,,['Noel Baku'],,,,,,,,,,,,,,,,,,
2183,service,2020-05-27T08:22:39,Indrani,1159736296,invite_members,,,['Indrani'],,,,,,,,,,,,,,,,,,
2185,message,2020-05-27T08:23:09,,,,,Wht,,Indrani,1159736296,,2184,,,,,,,,,,,,,,
2186,message,2020-05-27T09:24:19,,,,,Are u from WILP batch?,,Sourav Maiti,1224440692,,2126,,,,,,,,,,,,,,
2187,message,2020-05-27T09:38:29,,,,,I am also from wilp,,Rehan,765778021,,2186,,,,,,,,,,,,,,
2188,message,2020-05-27T09:41:40,,,,,Hve u received embark mail,,Sourav Maiti,1224440692,,2187,,,,,,,,,,,,,,
2189,message,2020-05-27T09:41:41,,,,,?,,Sourav Maiti,1224440692,,,,,,,,,,,,,,,,
2190,message,2020-05-27T09:42:02,,,,,"No
Are you also from wilp?",,Rehan,765778021,,2188,,,,,,,,,,,,,,
2191,message,2020-05-27T09:42:12,,,,,Yes,,Sourav Maiti,1224440692,,2190,,,,,,,,,,,,,,
2192,message,2020-05-27T09:42:46,,,,,Did you recieved embark?,,Rehan,765778021,,2191,,,,,,,,,,,,,,
2193,message,2020-05-27T09:43:20,,,,,No. I got audit green mail on 20 April.,,Sourav Maiti,1224440692,,,,,,,,,,,,,,,,
2194,message,2020-05-27T09:48:09,,,,,I too got this,,Rehan,765778021,,2193,,,,,,,,,,,,,,
2195,message,2020-05-27T09:48:16,,,,,Have you completed pjp???,,Rehan,765778021,,2193,,,,,,,,,,,,,,
2196,message,2020-05-27T09:48:43,,,,,No... On 30 it will be completed,,Sourav Maiti,1224440692,,2195,,,,,,,,,,,,,,
2197,message,2020-05-27T09:49:05,,,,,U?,,Sourav Maiti,1224440692,,,,,,,,,,,,,,,,
2198,message,2020-05-27T09:49:13,,,,,"Oohh 
That means you have completed assignments in pjp?",,Rehan,765778021,,2196,,,,,,,,,,,,,,
2199,message,2020-05-27T09:49:26,,,,,Yes,,Sourav Maiti,1224440692,,2198,,,,,,,,,,,,,,
2200,message,2020-05-27T09:49:42,,,,,Can you clear some of my doubts regarding pjp,,Rehan,765778021,,,,,,,,,,,,,,,,
2201,message,2020-05-27T09:50:07,,,,,Yes tell me,,Sourav Maiti,1224440692,,,,,,,,,,,,,,,,
2202,service,2020-05-27T10:26:40,anjireddy_prasanna,705693575,invite_members,,,['anjireddy_prasanna'],,,,,,,,,,,,,,,,,,
2204,service,2020-05-27T11:01:15,KARTHIK S,883673874,invite_members,,,['KARTHIK S'],,,,,,,,,,,,,,,,,,
2206,service,2020-05-27T11:03:20,Ss,769044604,invite_members,,,['Ss'],,,,,,,,,,,,,,,,,,
2208,message,2020-05-27T12:19:00,,,,,Is there anyone from python pjp stream,,Ss,769044604,,,,,,,,,,,,,,,,
2209,message,2020-05-27T12:22:23,,,,,"['Yes ', {'type': 'mention', 'text': '@maitisourav'}]",,Vishnuvjs,1051305740,,2186,,,,,,,,,,,,,,
2210,service,2020-05-27T13:23:57,Hafeez,692179349,invite_members,,,['Hafeez'],,,,,,,,,,,,,,,,,,
2212,message,2020-05-27T13:43:11,,,,,Hello guys whether PJP effects on joining,,Vishnuvjs,1051305740,,,,,,,,,,,,,,,,
2213,message,2020-05-27T13:43:24,,,,,No,,Slim Shady,1001692061,,2212,,,,,,,,,,,,,,
2214,message,2020-05-27T14:07:25,,,,,Is there any group for BATCH 4 Sahithi Priya Maam???,,Shouvik Basu,687431719,,,,,,,,,,,,,,,,
2215,message,2020-05-27T16:09:35,,,,,How does stream batches were splitted?,,Santhosh-😎,1085787413,,2208,,,,,,,,,,,,,,
2216,message,2020-05-27T17:08:07,,,,,Anyone got completion mail from wilp batch?,,Rohit Singh,1243564054,,,,,,,,,,,,,,,,
2217,service,2020-05-27T17:11:06,Mahesh Naik,677743151,invite_members,,,['Mahesh Naik'],,,,,,,,,,,,,,,,,,
2219,message,2020-05-27T17:12:12,,,,,Is there anyone from Unix-C stream?,,Mahesh Naik,677743151,,,,,,,,,,,,,,,,
2220,message,2020-05-27T18:48:03,,,,,Anyone got mail regarding meeting on 29th,,Rohit Singh,1243564054,,,,,,,,,,,,,,,,
2221,message,2020-05-27T19:16:05,,,,,Can anyone pls kindly send python-pjp solutions... Pls,,Ss,769044604,,,,,,,,,,,,,,,,
2222,message,2020-05-27T19:53:02,,,,,✋,,KARTHIK S,883673874,,2220,,,,,,,,,,,,,,
2223,message,2020-05-27T19:53:31,,,,,Ur batch number?,,Reethika Shetty,735502485,,2222,,,,,,,,,,,,,,
2224,message,2020-05-27T19:53:49,,,,,1,,KARTHIK S,883673874,,,,,,,,,,,,,,,,
2225,message,2020-05-27T19:54:02,,,,,Oh ok,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
2226,message,2020-05-27T20:39:06,,,,,Yes.,,Vishal Kumar,1186680723,,2220,,,,,,,,,,,,,,
2227,message,2020-05-27T21:05:34,,,,,I received it today,,Parmanand Tiwary,995783908,,2188,,,,,,,,,,,,,,
2228,message,2020-05-27T21:53:01,,,,,✋,,@Ganesh Kumar Reddy,621792621,,2220,,,,,,,,,,,,,,
2229,message,2020-05-27T21:54:01,,,,,Anybody got completion mail?,,Rohit Singh,1243564054,,,,,,,,,,,,,,,,
2230,service,2020-05-27T22:05:55,Akash Kumar,1211519985,invite_members,,,['Akash Kumar'],,,,,,,,,,,,,,,,,,
2233,message,2020-05-27T22:21:31,,,,,"[{'type': 'mention_name', 'text': 'Rohit', 'user_id': 1243564054}, ' [', {'type': 'code', 'text': '1243564054'}, '] is sending a spam message. \n', {'type': 'bold', 'text': 'Action:'}, ' Warn (1/3) ❕']",,Group Help,162726413,,,,,,,,,,,,,,,,
2234,service,2020-05-28T00:15:20,T A T A,1041416654,invite_members,,,['T A T A'],,,,,,,,,,,,,,,,,,
2235,message,2020-05-28T00:15:40,,,,,"Hello Guys, Anyone here got C language in PJP courses offered by Wipro?",,T A T A,1041416654,,,,,,,,,,,,,,,,
2236,message,2020-05-28T05:52:39,,,,,Why PBL APP is not working?,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
2237,message,2020-05-28T06:33:23,,,,,"['Many of u asked me yesterday about making money from home, please check into this group ', {'type': 'mention', 'text': '@Quale524'}, "" . Due to a large number of users, I'll only recruit 10 people a day, first come first serve basis.""]",,Refrin,757416344,,,,,,,,,,,,,,,,
2238,service,2020-05-28T06:33:26,Refrin,757416344,pin_message,,,,,,2237,,,,,,,,,,,,,,,
2239,service,2020-05-28T14:51:46,Aman,892507414,invite_members,,,['Aman'],,,,,,,,,,,,,,,,,,
2241,message,2020-05-28T14:52:12,,,,,Anyone have unix c mini projects?,,Aman,892507414,,,,,,,,,,,,,,,,
2242,service,2020-05-28T16:25:40,sravani,1196574561,invite_members,,,['sravani'],,,,,,,,,,,,,,,,,,
2245,message,2020-05-28T18:35:45,,,,,Within how many days we need to accept the offer letter??,,Opt,740332281,,,,,,,,,,,,,,,,
2246,message,2020-05-28T18:42:37,,,,,Anyone I haven't received embark mail yet but got another mail saying that my pre offer process is pending and  to be completed,,@sony,810991971,,,,,,,,,,,,,,,,
2247,message,2020-05-28T18:43:10,,,,,How to complete the embark registration without getting the mail from embark,,@sony,810991971,,,,,,,,,,,,,,,,
2248,message,2020-05-28T18:44:00,,,,,I also got text msg from wipro regarding this embark,,Parmanand Tiwary,995783908,,2247,,,,,,,,,,,,,,
2249,message,2020-05-28T18:44:27,,,,,But did you get the mail from embark,,@sony,810991971,,2248,,,,,,,,,,,,,,
2250,message,2020-05-28T18:44:29,,,,,"You got embark registration mail also

First signup there after that you saw offer letter",,Ashu,969656326,,2247,,,,,,,,,,,,,,
2251,message,2020-05-28T18:44:55,,,,,Bt how to sign up is there any link,,Parmanand Tiwary,995783908,,2250,,,,,,,,,,,,,,
2252,message,2020-05-28T18:45:00,,,,,.?,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2253,message,2020-05-28T18:45:28,,,,,I didn't get the registration mail,,@sony,810991971,,2250,,,,,,,,,,,,,,
2254,message,2020-05-28T18:45:46,,,,,I got text msg showing ur embark showing is in pending,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2255,message,2020-05-28T18:45:56,,,,,Before 5 min,,Parmanand Tiwary,995783908,,2254,,,,,,,,,,,,,,
2256,message,2020-05-28T18:45:58,,,,,"Send ss ll,",,Tanishq Srivastava,768689934,,,,,,,,,,,,,,,,
2257,message,2020-05-28T18:46:01,,,,,Plz.,,Tanishq Srivastava,768689934,,,,,,,,,,,,,,,,
2258,message,2020-05-28T18:46:05,,,,,Ok,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2260,message,2020-05-28T18:46:49,,,,,How to do signup bcz I don't have link to signup,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2261,message,2020-05-28T18:47:29,,,,,,,Ashu,969656326,,2251,(File not included. Change data exporting settings to download.),1280,960,,,,,,,,,,,
2262,message,2020-05-28T18:47:56,,,,,You got the mail like above?,,Ashu,969656326,,,,,,,,,,,,,,,,
2263,message,2020-05-28T18:48:25,,,,,Hold  bro  1min,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2264,message,2020-05-28T18:49:04,,,,,,,@sony,810991971,,,(File not included. Change data exporting settings to download.),590,1280,,,,,,,,,,,
2265,message,2020-05-28T18:49:22,,,,,Same mail I got it,,Parmanand Tiwary,995783908,,2264,,,,,,,,,,,,,,
2266,message,2020-05-28T18:49:39,,,,,In this mail they said i will get mail from embark.wipro,,@sony,810991971,,2264,,,,,,,,,,,,,,
2267,message,2020-05-28T18:49:42,,,,,In this there is no any link to signup,,Parmanand Tiwary,995783908,,2264,,,,,,,,,,,,,,
2268,message,2020-05-28T18:49:51,,,,,Yes,,@sony,810991971,,2267,,,,,,,,,,,,,,
2269,message,2020-05-28T18:50:06,,,,,,,@sony,810991971,,,(File not included. Change data exporting settings to download.),590,1280,,,,,,,,,,,
2270,message,2020-05-28T18:50:31,,,,,Before this mail you don't get any mail from embark.wipro?,,Ashu,969656326,,2267,,,,,,,,,,,,,,
2271,message,2020-05-28T18:50:33,,,,,Today i got this mail saying i didn't registered,,@sony,810991971,,2269,,,,,,,,,,,,,,
2272,message,2020-05-28T18:50:39,,,,,Nope,,@sony,810991971,,2270,,,,,,,,,,,,,,
2273,message,2020-05-28T18:50:51,,,,,Thats why i'm asking,,@sony,810991971,,,,,,,,,,,,,,,,
2274,message,2020-05-28T18:51:17,,,,,Ohhh then drop a mail to Wipro manager or head,,Ashu,969656326,,,,,,,,,,,,,,,,
2275,message,2020-05-28T18:52:15,,,,,I got this mail yesterday and today I got text msg and showing ur embark signup is in pending,,Parmanand Tiwary,995783908,,2271,,,,,,,,,,,,,,
2276,message,2020-05-28T18:52:17,,,,,I have mailed to helpdesk,,@sony,810991971,,2274,,,,,,,,,,,,,,
2277,message,2020-05-28T18:52:24,,,,,And wait for mail that contain registration link..!,,Ashu,969656326,,,,,,,,,,,,,,,,
2278,message,2020-05-28T18:52:39,,,,,Okay chill...!,,Ashu,969656326,,2276,,,,,,,,,,,,,,
2279,message,2020-05-28T18:53:03,,,,,Or do i need to drop the mail to manager or head,,@sony,810991971,,,,,,,,,,,,,,,,
2280,message,2020-05-28T18:53:22,,,,,Drop a mail both of them also,,Ashu,969656326,,2279,,,,,,,,,,,,,,
2281,message,2020-05-28T18:53:30,,,,,I didn't get green audit neither embark,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
2282,message,2020-05-28T18:53:33,,,,,👍,,Ashu,969656326,,,,,,,,,,,,,,,,
2283,message,2020-05-28T18:53:35,,,,,🙄🙄,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
2284,message,2020-05-28T18:53:53,,,,,Okay,,@sony,810991971,,2280,,,,,,,,,,,,,,
2285,message,2020-05-28T18:54:07,,,,,To much confusing yr 😞,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2286,message,2020-05-28T18:55:03,,,,,"[{'type': 'email', 'text': 'embark.wipro@wipro.com'}, ""\n\n\nYou got the registration form mail from this mail I'd \nThat's it..!""]",,Ashu,969656326,,2285,,,,,,,,,,,,,,
2287,message,2020-05-28T18:55:50,,,,,I got mail from this id but there no any link to signup,,Parmanand Tiwary,995783908,,,,,,,,,,,,,,,,
2288,service,2020-05-28T18:57:12,Matrix,947625766,invite_members,,,['Matrix'],,,,,,,,,,,,,,,,,,
2290,message,2020-05-28T18:57:23,,,,,"Okay then do that thing what I early said...
And wait for the mail",,Ashu,969656326,,2287,,,,,,,,,,,,,,
2291,message,2020-05-28T18:59:00,,,,,Ok bro,,Parmanand Tiwary,995783908,,2290,,,,,,,,,,,,,,
2292,message,2020-05-28T18:59:29,,,,,I got mail from this and suddenly they sent a text msg....... your sign up is pending.....what it is?,,Matrix,947625766,,,(File not included. Change data exporting settings to download.),1280,720,,,,,,,,,,,
2293,message,2020-05-28T19:01:10,,,,,..,,Parmanand Tiwary,995783908,,2261,,,,,,,,,,,,,,
2294,message,2020-05-28T21:23:04,,,,,Within how many days do we need to accept the offer letter??,,Daddy Girija,541283592,,,,,,,,,,,,,,,,
2295,service,2020-05-28T22:37:58,Priyanshu,827422611,invite_members,,,['Priyanshu'],,,,,,,,,,,,,,,,,,
2297,message,2020-05-29T00:56:13,,,,,,,Vineet Pandey,683174592,,,,,,,,,,(File not included. Change data exporting settings to download.),application/x-zip-compressed,,,,,
2298,message,2020-05-29T00:56:40,,,,,It has all UNIX C mini projects and hands on,,Vineet Pandey,683174592,,2297,,,,,,,,,,,,,,
2301,message,2020-05-29T02:13:49,,,,,Tu Heera h londe,,Faisal Iqbal,862567626,,2298,,,,,,,,,,,,,,
2302,service,2020-05-29T08:20:49,Pritesh Chourasia,705202196,invite_members,,,['Pritesh Chourasia'],,,,,,,,,,,,,,,,,,
2304,service,2020-05-29T09:45:57,K,931661679,invite_members,,,['K'],,,,,,,,,,,,,,,,,,
2306,message,2020-05-29T09:47:02,,,,,I got the pjp completion mail in April but didn't got the embark mail. Did anyone mailed to manager about the same? What was the reply?,,K,931661679,,,,,,,,,,,,,,,,
2307,message,2020-05-29T09:48:35,,,,,,,Padarthi Anand Kumar,938273701,,,(File not included. Change data exporting settings to download.),576,1280,,,,,,,,,,,
